timestamp,src_ip,dst_ip,port,protocol,bytes,label
2026-05-04 11:54:25.473699,192.168.1.245,10.0.0.107,443,TCP,4484,normal
2026-05-04 11:54:26.473699,192.168.1.213,10.0.0.110,80,TCP,1344,normal
2026-05-04 11:54:27.473699,192.168.1.124,10.0.0.100,22,TCP,3780,normal
2026-05-04 11:54:28.473699,192.168.1.109,10.0.0.22,22,TCP,3053,normal
2026-05-04 11:54:29.473699,192.168.1.255,10.0.0.43,22,UDP,1918,normal
2026-05-04 11:54:30.473699,192.168.1.156,10.0.0.239,22,UDP,3038,normal
2026-05-04 11:54:31.473699,192.168.1.44,10.0.0.26,22,TCP,1340,normal
2026-05-04 11:54:32.473699,192.168.1.10,10.0.0.73,443,UDP,1777,normal
2026-05-04 11:54:33.473699,192.168.1.155,10.0.0.203,21,TCP,4000,normal
2026-05-04 11:54:34.473699,192.168.1.146,10.0.0.49,21,UDP,2669,normal
2026-05-04 11:54:35.473699,192.168.1.249,10.0.0.117,22,UDP,4191,normal
2026-05-04 11:54:36.473699,192.168.1.68,10.0.0.115,21,UDP,2769,normal
2026-05-04 11:54:37.473699,192.168.1.253,10.0.0.157,22,UDP,4507,normal
2026-05-04 11:54:38.473699,192.168.1.88,10.0.0.134,21,UDP,3552,normal
2026-05-04 11:54:39.473699,192.168.1.93,10.0.0.57,21,UDP,4725,normal
2026-05-04 11:54:40.473699,192.168.1.140,10.0.0.39,22,TCP,3786,normal
2026-05-04 11:54:41.473699,192.168.1.115,10.0.0.173,443,UDP,2818,normal
2026-05-04 11:54:42.473699,192.168.1.214,10.0.0.97,5555,TCP,38464,suspicious
2026-05-04 11:54:43.473699,192.168.1.100,10.0.0.65,22,TCP,1536,normal
2026-05-04 11:54:44.473699,192.168.1.90,10.0.0.57,80,TCP,1740,normal
2026-05-04 11:54:45.473699,192.168.1.127,10.0.0.154,22,TCP,3955,normal
2026-05-04 11:54:46.473699,192.168.1.86,10.0.0.139,22,TCP,2572,normal
2026-05-04 11:54:47.473699,192.168.1.37,10.0.0.16,22,UDP,1360,normal
2026-05-04 11:54:48.473699,192.168.1.162,10.0.0.25,443,TCP,1854,normal
2026-05-04 11:54:49.473699,192.168.1.150,10.0.0.32,80,TCP,2933,normal
2026-05-04 11:54:50.473699,192.168.1.19,10.0.0.161,21,UDP,2483,normal
2026-05-04 11:54:51.473699,192.168.1.34,10.0.0.160,443,TCP,1023,normal
2026-05-04 11:54:52.473699,192.168.1.66,10.0.0.153,21,UDP,1050,normal
2026-05-04 11:54:53.473699,192.168.1.66,10.0.0.153,8080,UDP,4634,normal
2026-05-04 11:54:54.473699,192.168.1.111,10.0.0.153,22,TCP,2205,normal
2026-05-04 11:54:55.473699,192.168.1.67,10.0.0.229,21,TCP,1282,normal
2026-05-04 11:54:56.473699,192.168.1.217,10.0.0.109,443,UDP,4188,normal
2026-05-04 11:54:57.473699,192.168.1.162,10.0.0.57,80,TCP,4080,normal
2026-05-04 11:54:58.473699,192.168.1.86,10.0.0.13,21,UDP,4539,normal
2026-05-04 11:54:59.473699,192.168.1.232,10.0.0.153,443,UDP,4106,normal
2026-05-04 11:55:00.473699,192.168.1.79,10.0.0.254,8080,UDP,736,normal
2026-05-04 11:55:01.473699,192.168.1.193,10.0.0.236,22,UDP,4834,normal
2026-05-04 11:55:02.473699,192.168.1.238,10.0.0.95,22,TCP,1986,normal
2026-05-04 11:55:03.473699,192.168.1.4,10.0.0.136,443,UDP,1465,normal
2026-05-04 11:55:04.473699,192.168.1.117,10.0.0.139,8080,TCP,2473,normal
2026-05-04 11:55:05.473699,192.168.1.206,10.0.0.160,80,UDP,4078,normal
2026-05-04 11:55:06.473699,192.168.1.129,10.0.0.246,22,TCP,4647,normal
2026-05-04 11:55:07.473699,192.168.1.62,10.0.0.28,21,UDP,3510,normal
2026-05-04 11:55:08.473699,192.168.1.159,10.0.0.35,443,TCP,976,normal
2026-05-04 11:55:09.473699,192.168.1.127,10.0.0.228,80,TCP,3143,normal
2026-05-04 11:55:10.473699,192.168.1.212,10.0.0.46,4444,TCP,51253,suspicious
2026-05-04 11:55:11.473699,192.168.1.198,10.0.0.212,443,TCP,826,normal
2026-05-04 11:55:12.473699,192.168.1.197,10.0.0.131,8080,UDP,2171,normal
2026-05-04 11:55:13.473699,192.168.1.83,10.0.0.180,443,UDP,4222,normal
2026-05-04 11:55:14.473699,192.168.1.100,10.0.0.79,21,TCP,812,normal
2026-05-04 11:55:15.473699,192.168.1.186,10.0.0.61,80,UDP,3193,normal
2026-05-04 11:55:16.473699,192.168.1.223,10.0.0.65,80,TCP,3325,normal
2026-05-04 11:55:17.473699,192.168.1.81,10.0.0.206,21,TCP,3223,normal
2026-05-04 11:55:18.473699,192.168.1.145,10.0.0.70,443,TCP,754,normal
2026-05-04 11:55:19.473699,192.168.1.46,10.0.0.213,80,UDP,601,normal
2026-05-04 11:55:20.473699,192.168.1.57,10.0.0.130,21,TCP,4206,normal
2026-05-04 11:55:21.473699,192.168.1.17,10.0.0.40,21,TCP,3946,normal
2026-05-04 11:55:22.473699,192.168.1.154,10.0.0.104,80,TCP,2190,normal
2026-05-04 11:55:23.473699,192.168.1.22,10.0.0.140,443,UDP,3250,normal
2026-05-04 11:55:24.473699,192.168.1.164,10.0.0.170,21,UDP,204,normal
2026-05-04 11:55:25.473699,192.168.1.111,10.0.0.91,80,UDP,4286,normal
2026-05-04 11:55:26.473699,192.168.1.91,10.0.0.99,80,TCP,3141,normal
2026-05-04 11:55:27.473699,192.168.1.124,10.0.0.194,80,UDP,4310,normal
2026-05-04 11:55:28.473699,192.168.1.217,10.0.0.52,22,TCP,817,normal
2026-05-04 11:55:29.473699,192.168.1.76,10.0.0.147,80,TCP,4649,normal
2026-05-04 11:55:30.473699,192.168.1.146,10.0.0.255,443,TCP,1126,normal
2026-05-04 11:55:31.473699,192.168.1.144,10.0.0.117,8080,UDP,1122,normal
2026-05-04 11:55:32.473699,192.168.1.143,10.0.0.92,443,TCP,4188,normal
2026-05-04 11:55:33.473699,192.168.1.100,10.0.0.24,80,UDP,2857,normal
2026-05-04 11:55:34.473699,192.168.1.125,10.0.0.171,22,UDP,4844,normal
2026-05-04 11:55:35.473699,192.168.1.99,10.0.0.238,80,TCP,4606,normal
2026-05-04 11:55:36.473699,192.168.1.28,10.0.0.129,80,UDP,3121,normal
2026-05-04 11:55:37.473699,192.168.1.182,10.0.0.199,8080,TCP,648,normal
2026-05-04 11:55:38.473699,192.168.1.140,10.0.0.102,80,TCP,1171,normal
2026-05-04 11:55:39.473699,192.168.1.124,10.0.0.70,21,TCP,834,normal
2026-05-04 11:55:40.473699,192.168.1.169,10.0.0.228,80,UDP,1775,normal
2026-05-04 11:55:41.473699,192.168.1.174,10.0.0.181,21,UDP,3297,normal
2026-05-04 11:55:42.473699,192.168.1.184,10.0.0.101,443,TCP,3293,normal
2026-05-04 11:55:43.473699,192.168.1.149,10.0.0.125,5555,TCP,32617,suspicious
2026-05-04 11:55:44.473699,192.168.1.77,10.0.0.159,80,UDP,750,normal
2026-05-04 11:55:45.473699,192.168.1.202,10.0.0.140,22,TCP,1973,normal
2026-05-04 11:55:46.473699,192.168.1.95,10.0.0.66,443,TCP,2344,normal
2026-05-04 11:55:47.473699,192.168.1.3,10.0.0.105,8080,TCP,3652,normal
2026-05-04 11:55:48.473699,192.168.1.235,10.0.0.186,8080,UDP,2561,normal
2026-05-04 11:55:49.473699,192.168.1.142,10.0.0.163,443,TCP,540,normal
2026-05-04 11:55:50.473699,192.168.1.151,10.0.0.227,443,TCP,4965,normal
2026-05-04 11:55:51.473699,192.168.1.78,10.0.0.49,80,UDP,4648,normal
2026-05-04 11:55:52.473699,192.168.1.186,10.0.0.5,443,UDP,4394,normal
2026-05-04 11:55:53.473699,192.168.1.249,10.0.0.141,443,UDP,466,normal
2026-05-04 11:55:54.473699,192.168.1.60,10.0.0.70,80,UDP,2817,normal
2026-05-04 11:55:55.473699,192.168.1.81,10.0.0.144,8080,TCP,3994,normal
2026-05-04 11:55:56.473699,192.168.1.160,10.0.0.103,443,TCP,2454,normal
2026-05-04 11:55:57.473699,192.168.1.177,10.0.0.80,21,UDP,3343,normal
2026-05-04 11:55:58.473699,192.168.1.204,10.0.0.161,8080,UDP,3295,normal
2026-05-04 11:55:59.473699,192.168.1.177,10.0.0.113,22,UDP,2904,normal
2026-05-04 11:56:00.473699,192.168.1.200,10.0.0.98,80,UDP,3544,normal
2026-05-04 11:56:01.473699,192.168.1.203,10.0.0.102,21,TCP,2325,normal
2026-05-04 11:56:02.473699,192.168.1.241,10.0.0.246,443,TCP,2921,normal
2026-05-04 11:56:03.473699,192.168.1.116,10.0.0.226,8080,TCP,3783,normal
2026-05-04 11:56:04.473699,192.168.1.180,10.0.0.123,8080,TCP,221,normal
2026-05-04 11:56:05.473699,192.168.1.48,10.0.0.213,21,UDP,3364,normal
2026-05-04 11:56:06.473699,192.168.1.76,10.0.0.175,22,TCP,4050,normal
2026-05-04 11:56:07.473699,192.168.1.56,10.0.0.9,21,TCP,1146,normal
2026-05-04 11:56:08.473699,192.168.1.239,10.0.0.22,80,TCP,3562,normal
2026-05-04 11:56:09.473699,192.168.1.214,10.0.0.6,22,UDP,1490,normal
2026-05-04 11:56:10.473699,192.168.1.136,10.0.0.173,8080,UDP,2298,normal
2026-05-04 11:56:11.473699,192.168.1.192,10.0.0.89,443,UDP,1058,normal
2026-05-04 11:56:12.473699,192.168.1.39,10.0.0.68,8080,UDP,4837,normal
2026-05-04 11:56:13.473699,192.168.1.49,10.0.0.76,8080,UDP,737,normal
2026-05-04 11:56:14.473699,192.168.1.43,10.0.0.159,8080,TCP,3400,normal
2026-05-04 11:56:15.473699,192.168.1.149,10.0.0.51,8080,TCP,1239,normal
2026-05-04 11:56:16.473699,192.168.1.38,10.0.0.17,21,UDP,2333,normal
2026-05-04 11:56:17.473699,192.168.1.26,10.0.0.219,22,UDP,4015,normal
2026-05-04 11:56:18.473699,192.168.1.7,10.0.0.193,8080,TCP,413,normal
2026-05-04 11:56:19.473699,192.168.1.25,10.0.0.169,22,UDP,2430,normal
2026-05-04 11:56:20.473699,192.168.1.39,10.0.0.121,443,UDP,4058,normal
2026-05-04 11:56:21.473699,192.168.1.152,10.0.0.7,443,UDP,2158,normal
2026-05-04 11:56:22.473699,192.168.1.29,10.0.0.97,22,UDP,223,normal
2026-05-04 11:56:23.473699,192.168.1.193,10.0.0.15,22,TCP,1579,normal
2026-05-04 11:56:24.473699,192.168.1.43,10.0.0.236,443,UDP,3161,normal
2026-05-04 11:56:25.473699,192.168.1.97,10.0.0.79,21,UDP,491,normal
2026-05-04 11:56:26.473699,192.168.1.43,10.0.0.203,80,TCP,4489,normal
2026-05-04 11:56:27.473699,192.168.1.46,10.0.0.24,80,UDP,1539,normal
2026-05-04 11:56:28.473699,192.168.1.231,10.0.0.83,9999,TCP,20543,suspicious
2026-05-04 11:56:29.473699,192.168.1.139,10.0.0.38,22,TCP,4138,normal
2026-05-04 11:56:30.473699,192.168.1.163,10.0.0.85,9999,TCP,24482,suspicious
2026-05-04 11:56:31.473699,192.168.1.236,10.0.0.50,21,UDP,3197,normal
2026-05-04 11:56:32.473699,192.168.1.106,10.0.0.2,21,TCP,1804,normal
2026-05-04 11:56:33.473699,192.168.1.216,10.0.0.26,443,UDP,4003,normal
2026-05-04 11:56:34.473699,192.168.1.255,10.0.0.171,443,UDP,4632,normal
2026-05-04 11:56:35.473699,192.168.1.37,10.0.0.106,80,UDP,3539,normal
2026-05-04 11:56:36.473699,192.168.1.165,10.0.0.180,21,TCP,3653,normal
2026-05-04 11:56:37.473699,192.168.1.250,10.0.0.210,443,UDP,2592,normal
2026-05-04 11:56:38.473699,192.168.1.128,10.0.0.91,21,UDP,594,normal
2026-05-04 11:56:39.473699,192.168.1.20,10.0.0.144,21,UDP,3183,normal
2026-05-04 11:56:40.473699,192.168.1.114,10.0.0.172,80,TCP,3851,normal
2026-05-04 11:56:41.473699,192.168.1.48,10.0.0.179,5555,TCP,71817,suspicious
2026-05-04 11:56:42.473699,192.168.1.160,10.0.0.188,21,UDP,3797,normal
2026-05-04 11:56:43.473699,192.168.1.156,10.0.0.230,21,UDP,1497,normal
2026-05-04 11:56:44.473699,192.168.1.19,10.0.0.152,21,UDP,3970,normal
2026-05-04 11:56:45.473699,192.168.1.163,10.0.0.204,8080,TCP,3044,normal
2026-05-04 11:56:46.473699,192.168.1.61,10.0.0.139,22,TCP,1520,normal
2026-05-04 11:56:47.473699,192.168.1.22,10.0.0.16,21,TCP,1419,normal
2026-05-04 11:56:48.473699,192.168.1.229,10.0.0.3,21,UDP,2557,normal
2026-05-04 11:56:49.473699,192.168.1.62,10.0.0.160,80,TCP,221,normal
2026-05-04 11:56:50.473699,192.168.1.249,10.0.0.120,9999,TCP,14235,suspicious
2026-05-04 11:56:51.473699,192.168.1.209,10.0.0.172,443,UDP,1377,normal
2026-05-04 11:56:52.473699,192.168.1.213,10.0.0.87,22,UDP,4573,normal
2026-05-04 11:56:53.473699,192.168.1.210,10.0.0.11,8080,TCP,4956,normal
2026-05-04 11:56:54.473699,192.168.1.97,10.0.0.210,443,TCP,1817,normal
2026-05-04 11:56:55.473699,192.168.1.242,10.0.0.212,443,UDP,3822,normal
2026-05-04 11:56:56.473699,192.168.1.18,10.0.0.202,22,TCP,1998,normal
2026-05-04 11:56:57.473699,192.168.1.172,10.0.0.122,8080,TCP,2615,normal
2026-05-04 11:56:58.473699,192.168.1.180,10.0.0.243,21,TCP,688,normal
2026-05-04 11:56:59.473699,192.168.1.9,10.0.0.224,443,UDP,1527,normal
2026-05-04 11:57:00.473699,192.168.1.198,10.0.0.109,21,TCP,1873,normal
2026-05-04 11:57:01.473699,192.168.1.102,10.0.0.35,22,TCP,3080,normal
2026-05-04 11:57:02.473699,192.168.1.39,10.0.0.4,21,UDP,1476,normal
2026-05-04 11:57:03.473699,192.168.1.28,10.0.0.39,8080,UDP,3774,normal
2026-05-04 11:57:04.473699,192.168.1.4,10.0.0.206,80,TCP,1391,normal
2026-05-04 11:57:05.473699,192.168.1.214,10.0.0.180,443,TCP,4113,normal
2026-05-04 11:57:06.473699,192.168.1.209,10.0.0.227,80,TCP,1940,normal
2026-05-04 11:57:07.473699,192.168.1.92,10.0.0.70,22,UDP,3117,normal
2026-05-04 11:57:08.473699,192.168.1.129,10.0.0.56,8080,UDP,3214,normal
2026-05-04 11:57:09.473699,192.168.1.198,10.0.0.109,22,TCP,4810,normal
2026-05-04 11:57:10.473699,192.168.1.191,10.0.0.21,21,TCP,4270,normal
2026-05-04 11:57:11.473699,192.168.1.203,10.0.0.113,21,UDP,2631,normal
2026-05-04 11:57:12.473699,192.168.1.129,10.0.0.150,8080,UDP,3813,normal
2026-05-04 11:57:13.473699,192.168.1.137,10.0.0.42,22,UDP,671,normal
2026-05-04 11:57:14.473699,192.168.1.47,10.0.0.1,80,TCP,501,normal
2026-05-04 11:57:15.473699,192.168.1.177,10.0.0.229,8080,TCP,4581,normal
2026-05-04 11:57:16.473699,192.168.1.86,10.0.0.124,80,TCP,2396,normal
2026-05-04 11:57:17.473699,192.168.1.42,10.0.0.82,443,TCP,2533,normal
2026-05-04 11:57:18.473699,192.168.1.141,10.0.0.187,443,TCP,4598,normal
2026-05-04 11:57:19.473699,192.168.1.207,10.0.0.71,21,UDP,566,normal
2026-05-04 11:57:20.473699,192.168.1.19,10.0.0.227,9999,TCP,12524,suspicious
2026-05-04 11:57:21.473699,192.168.1.220,10.0.0.77,22,UDP,1224,normal
2026-05-04 11:57:22.473699,192.168.1.169,10.0.0.53,22,TCP,2503,normal
2026-05-04 11:57:23.473699,192.168.1.4,10.0.0.218,8080,TCP,4290,normal
2026-05-04 11:57:24.473699,192.168.1.87,10.0.0.102,21,UDP,717,normal
2026-05-04 11:57:25.473699,192.168.1.180,10.0.0.115,21,UDP,644,normal
2026-05-04 11:57:26.473699,192.168.1.190,10.0.0.143,80,TCP,461,normal
2026-05-04 11:57:27.473699,192.168.1.141,10.0.0.39,8080,UDP,1860,normal
2026-05-04 11:57:28.473699,192.168.1.247,10.0.0.50,443,TCP,787,normal
2026-05-04 11:57:29.473699,192.168.1.5,10.0.0.31,443,UDP,2031,normal
2026-05-04 11:57:30.473699,192.168.1.233,10.0.0.47,443,UDP,1997,normal
2026-05-04 11:57:31.473699,192.168.1.247,10.0.0.77,80,TCP,2158,normal
2026-05-04 11:57:32.473699,192.168.1.182,10.0.0.197,80,TCP,1792,normal
2026-05-04 11:57:33.473699,192.168.1.7,10.0.0.241,21,TCP,3554,normal
2026-05-04 11:57:34.473699,192.168.1.191,10.0.0.50,443,TCP,4177,normal
2026-05-04 11:57:35.473699,192.168.1.199,10.0.0.11,80,UDP,1569,normal
2026-05-04 11:57:36.473699,192.168.1.23,10.0.0.21,8080,UDP,2074,normal
2026-05-04 11:57:37.473699,192.168.1.253,10.0.0.205,80,UDP,1653,normal
2026-05-04 11:57:38.473699,192.168.1.83,10.0.0.78,80,TCP,842,normal
2026-05-04 11:57:39.473699,192.168.1.117,10.0.0.128,80,TCP,4386,normal
2026-05-04 11:57:40.473699,192.168.1.52,10.0.0.192,8080,UDP,4009,normal
2026-05-04 11:57:41.473699,192.168.1.164,10.0.0.232,4444,TCP,49165,suspicious
2026-05-04 11:57:42.473699,192.168.1.238,10.0.0.65,5555,TCP,52340,suspicious
2026-05-04 11:57:43.473699,192.168.1.88,10.0.0.172,443,UDP,4266,normal
2026-05-04 11:57:44.473699,192.168.1.47,10.0.0.31,80,UDP,1177,normal
2026-05-04 11:57:45.473699,192.168.1.208,10.0.0.123,8080,UDP,3397,normal
2026-05-04 11:57:46.473699,192.168.1.244,10.0.0.233,443,UDP,4804,normal
2026-05-04 11:57:47.473699,192.168.1.93,10.0.0.213,443,UDP,1172,normal
2026-05-04 11:57:48.473699,192.168.1.63,10.0.0.253,22,TCP,4183,normal
2026-05-04 11:57:49.473699,192.168.1.134,10.0.0.161,80,UDP,1671,normal
2026-05-04 11:57:50.473699,192.168.1.129,10.0.0.174,21,UDP,4365,normal
2026-05-04 11:57:51.473699,192.168.1.171,10.0.0.204,22,UDP,2873,normal
2026-05-04 11:57:52.473699,192.168.1.219,10.0.0.61,80,TCP,774,normal
2026-05-04 11:57:53.473699,192.168.1.114,10.0.0.136,8080,UDP,2648,normal
2026-05-04 11:57:54.473699,192.168.1.209,10.0.0.96,80,TCP,526,normal
2026-05-04 11:57:55.473699,192.168.1.184,10.0.0.126,5555,TCP,53985,suspicious
2026-05-04 11:57:56.473699,192.168.1.113,10.0.0.197,22,UDP,2719,normal
2026-05-04 11:57:57.473699,192.168.1.55,10.0.0.68,8080,UDP,248,normal
2026-05-04 11:57:58.473699,192.168.1.68,10.0.0.209,80,UDP,2899,normal
2026-05-04 11:57:59.473699,192.168.1.89,10.0.0.169,80,UDP,3784,normal
2026-05-04 11:58:00.473699,192.168.1.246,10.0.0.179,21,TCP,4484,normal
2026-05-04 11:58:01.473699,192.168.1.189,10.0.0.197,80,UDP,4583,normal
2026-05-04 11:58:02.473699,192.168.1.119,10.0.0.211,443,UDP,1712,normal
2026-05-04 11:58:03.473699,192.168.1.100,10.0.0.29,22,UDP,3062,normal
2026-05-04 11:58:04.473699,192.168.1.249,10.0.0.47,8080,UDP,1780,normal
2026-05-04 11:58:05.473699,192.168.1.212,10.0.0.244,22,UDP,1263,normal
2026-05-04 11:58:06.473699,192.168.1.247,10.0.0.10,443,TCP,2735,normal
2026-05-04 11:58:07.473699,192.168.1.225,10.0.0.24,22,UDP,353,normal
2026-05-04 11:58:08.473699,192.168.1.50,10.0.0.212,22,UDP,2822,normal
2026-05-04 11:58:09.473699,192.168.1.126,10.0.0.217,9999,TCP,31779,suspicious
2026-05-04 11:58:10.473699,192.168.1.200,10.0.0.219,21,UDP,607,normal
2026-05-04 11:58:11.473699,192.168.1.229,10.0.0.184,443,TCP,3018,normal
2026-05-04 11:58:12.473699,192.168.1.236,10.0.0.87,443,TCP,1033,normal
2026-05-04 11:58:13.473699,192.168.1.182,10.0.0.141,443,UDP,3450,normal
2026-05-04 11:58:14.473699,192.168.1.140,10.0.0.218,8080,UDP,4371,normal
2026-05-04 11:58:15.473699,192.168.1.119,10.0.0.118,80,TCP,2546,normal
2026-05-04 11:58:16.473699,192.168.1.194,10.0.0.53,80,TCP,368,normal
2026-05-04 11:58:17.473699,192.168.1.129,10.0.0.157,443,TCP,3636,normal
2026-05-04 11:58:18.473699,192.168.1.184,10.0.0.183,21,UDP,622,normal
2026-05-04 11:58:19.473699,192.168.1.186,10.0.0.254,80,UDP,1361,normal
2026-05-04 11:58:20.473699,192.168.1.202,10.0.0.193,22,UDP,3087,normal
2026-05-04 11:58:21.473699,192.168.1.167,10.0.0.241,8080,TCP,3856,normal
2026-05-04 11:58:22.473699,192.168.1.14,10.0.0.97,80,UDP,3067,normal
2026-05-04 11:58:23.473699,192.168.1.100,10.0.0.183,8080,UDP,4726,normal
2026-05-04 11:58:24.473699,192.168.1.116,10.0.0.166,22,TCP,4287,normal
2026-05-04 11:58:25.473699,192.168.1.100,10.0.0.8,80,TCP,4001,normal
2026-05-04 11:58:26.473699,192.168.1.47,10.0.0.112,8080,UDP,963,normal
2026-05-04 11:58:27.473699,192.168.1.105,10.0.0.97,8080,TCP,3078,normal
2026-05-04 11:58:28.473699,192.168.1.21,10.0.0.37,80,TCP,4554,normal
2026-05-04 11:58:29.473699,192.168.1.51,10.0.0.43,21,TCP,1907,normal
2026-05-04 11:58:30.473699,192.168.1.50,10.0.0.121,4444,TCP,33192,suspicious
2026-05-04 11:58:31.473699,192.168.1.247,10.0.0.41,80,TCP,2735,normal
2026-05-04 11:58:32.473699,192.168.1.76,10.0.0.202,5555,TCP,15068,suspicious
2026-05-04 11:58:33.473699,192.168.1.235,10.0.0.132,21,UDP,4304,normal
2026-05-04 11:58:34.473699,192.168.1.243,10.0.0.149,443,UDP,644,normal
2026-05-04 11:58:35.473699,192.168.1.18,10.0.0.112,22,UDP,1688,normal
2026-05-04 11:58:36.473699,192.168.1.128,10.0.0.119,443,UDP,248,normal
2026-05-04 11:58:37.473699,192.168.1.250,10.0.0.130,21,TCP,2357,normal
2026-05-04 11:58:38.473699,192.168.1.35,10.0.0.101,443,UDP,2506,normal
2026-05-04 11:58:39.473699,192.168.1.185,10.0.0.236,80,TCP,1984,normal
2026-05-04 11:58:40.473699,192.168.1.192,10.0.0.168,8080,TCP,982,normal
2026-05-04 11:58:41.473699,192.168.1.93,10.0.0.55,443,TCP,3526,normal
2026-05-04 11:58:42.473699,192.168.1.191,10.0.0.96,8080,TCP,1784,normal
2026-05-04 11:58:43.473699,192.168.1.85,10.0.0.157,22,TCP,1332,normal
2026-05-04 11:58:44.473699,192.168.1.13,10.0.0.235,22,TCP,3927,normal
2026-05-04 11:58:45.473699,192.168.1.86,10.0.0.16,443,UDP,733,normal
2026-05-04 11:58:46.473699,192.168.1.5,10.0.0.26,443,UDP,1334,normal
2026-05-04 11:58:47.473699,192.168.1.179,10.0.0.66,443,UDP,1708,normal
2026-05-04 11:58:48.473699,192.168.1.23,10.0.0.158,22,TCP,4452,normal
2026-05-04 11:58:49.473699,192.168.1.204,10.0.0.202,80,UDP,2297,normal
2026-05-04 11:58:50.473699,192.168.1.220,10.0.0.223,8080,UDP,3518,normal
2026-05-04 11:58:51.473699,192.168.1.177,10.0.0.192,8080,TCP,4698,normal
2026-05-04 11:58:52.473699,192.168.1.212,10.0.0.21,443,TCP,4669,normal
2026-05-04 11:58:53.473699,192.168.1.203,10.0.0.51,80,TCP,330,normal
2026-05-04 11:58:54.473699,192.168.1.239,10.0.0.161,8080,TCP,3561,normal
2026-05-04 11:58:55.473699,192.168.1.84,10.0.0.125,22,TCP,1148,normal
2026-05-04 11:58:56.473699,192.168.1.236,10.0.0.70,80,UDP,2920,normal
2026-05-04 11:58:57.473699,192.168.1.214,10.0.0.194,22,UDP,1961,normal
2026-05-04 11:58:58.473699,192.168.1.137,10.0.0.88,22,TCP,266,normal
2026-05-04 11:58:59.473699,192.168.1.232,10.0.0.240,443,UDP,2684,normal
2026-05-04 11:59:00.473699,192.168.1.213,10.0.0.219,8080,TCP,609,normal
2026-05-04 11:59:01.473699,192.168.1.186,10.0.0.209,443,UDP,3111,normal
2026-05-04 11:59:02.473699,192.168.1.170,10.0.0.236,443,UDP,777,normal
2026-05-04 11:59:03.473699,192.168.1.224,10.0.0.73,21,TCP,3491,normal
2026-05-04 11:59:04.473699,192.168.1.21,10.0.0.108,80,UDP,804,normal
2026-05-04 11:59:05.473699,192.168.1.135,10.0.0.114,21,UDP,768,normal
2026-05-04 11:59:06.473699,192.168.1.155,10.0.0.155,8080,TCP,4922,normal
2026-05-04 11:59:07.473699,192.168.1.235,10.0.0.88,443,UDP,796,normal
2026-05-04 11:59:08.473699,192.168.1.119,10.0.0.138,21,UDP,4957,normal
2026-05-04 11:59:09.473699,192.168.1.15,10.0.0.103,21,UDP,4274,normal
2026-05-04 11:59:10.473699,192.168.1.6,10.0.0.170,22,UDP,1513,normal
2026-05-04 11:59:11.473699,192.168.1.189,10.0.0.95,8080,TCP,3529,normal
2026-05-04 11:59:12.473699,192.168.1.74,10.0.0.173,443,TCP,3978,normal
2026-05-04 11:59:13.473699,192.168.1.169,10.0.0.99,443,TCP,4879,normal
2026-05-04 11:59:14.473699,192.168.1.208,10.0.0.54,8080,TCP,4422,normal
2026-05-04 11:59:15.473699,192.168.1.83,10.0.0.110,8080,TCP,1202,normal
2026-05-04 11:59:16.473699,192.168.1.109,10.0.0.17,8080,TCP,1355,normal
2026-05-04 11:59:17.473699,192.168.1.155,10.0.0.105,21,TCP,3912,normal
2026-05-04 11:59:18.473699,192.168.1.62,10.0.0.192,4444,TCP,64581,suspicious
2026-05-04 11:59:19.473699,192.168.1.68,10.0.0.222,443,TCP,4162,normal
2026-05-04 11:59:20.473699,192.168.1.36,10.0.0.165,80,TCP,3043,normal
2026-05-04 11:59:21.473699,192.168.1.232,10.0.0.160,21,UDP,2112,normal
2026-05-04 11:59:22.473699,192.168.1.232,10.0.0.116,22,UDP,2266,normal
2026-05-04 11:59:23.473699,192.168.1.196,10.0.0.108,21,UDP,1119,normal
2026-05-04 11:59:24.473699,192.168.1.44,10.0.0.107,80,TCP,2872,normal
2026-05-04 11:59:25.473699,192.168.1.19,10.0.0.101,80,TCP,1213,normal
2026-05-04 11:59:26.473699,192.168.1.33,10.0.0.32,80,TCP,2335,normal
2026-05-04 11:59:27.473699,192.168.1.237,10.0.0.7,80,UDP,3663,normal
2026-05-04 11:59:28.473699,192.168.1.26,10.0.0.68,8080,UDP,3896,normal
2026-05-04 11:59:29.473699,192.168.1.226,10.0.0.167,21,TCP,4443,normal
2026-05-04 11:59:30.473699,192.168.1.32,10.0.0.18,21,UDP,3394,normal
2026-05-04 11:59:31.473699,192.168.1.172,10.0.0.243,8080,UDP,2045,normal
2026-05-04 11:59:32.473699,192.168.1.140,10.0.0.154,80,UDP,4204,normal
2026-05-04 11:59:33.473699,192.168.1.88,10.0.0.149,8080,UDP,2463,normal
2026-05-04 11:59:34.473699,192.168.1.62,10.0.0.93,21,TCP,1229,normal
2026-05-04 11:59:35.473699,192.168.1.135,10.0.0.222,80,UDP,1651,normal
2026-05-04 11:59:36.473699,192.168.1.220,10.0.0.229,80,TCP,1286,normal
2026-05-04 11:59:37.473699,192.168.1.10,10.0.0.193,22,UDP,4607,normal
2026-05-04 11:59:38.473699,192.168.1.249,10.0.0.89,21,UDP,1646,normal
2026-05-04 11:59:39.473699,192.168.1.210,10.0.0.45,443,TCP,4633,normal
2026-05-04 11:59:40.473699,192.168.1.66,10.0.0.13,21,UDP,4094,normal
